PROV,2016_Factor,Pneumonia_Cases_2016,Pneumonia_Ratio_2016,HF_Cases_2016,HF_Ratio_2016,AMI_Cases_2016,AMI_Ratio_2016,HIP_Cases_2016,HIP_Ratio_2016,COPD_Cases_2016,COPD_Ratio_2016
420027,0.9946,1016,1.093014285,888,1.017596274,256,1.057892477,459,0.988529528,880,1.005925187
420030,0.9909,175,0.982158826,292,1.105336912,27,1.008573896,67,1.085765588,248,1.055574741
420033,0.9982,215,1.033947153,143,0.976104459,7,0,334,0.852238873,128,0.971055796
420036,0.9914,216,1.03295868,296,1.122281361,48,1.086698602,29,1.092368454,371,1.036955068
420037,0.9996,135,0.94325332,61,1.02050049,2,0,117,0.92660667,65,0.917842696
420038,0.9997,186,0.973211265,162,1.009900297,22,0,117,0.948576378,91,0.9863256
420039,0.9906,112,0.997924015,105,1.042858,18,0,6,0,213,1.114646538
420043,0.9956,144,0.98777055,128,0.980208626,9,0,28,1.22250166,172,1.014319479
420048,0.9941,312,1.115844848,361,0.917190136,62,0.984762336,87,0.909399241,295,1.028131283
420049,0.9962,373,0.986864989,289,0.903435236,37,0.981940503,504,1.052999101,303,0.935287713
420051,0.9988,592,1.082189339,1069,0.965688147,777,0.943671482,651,0.828081356,542,0.96196255
420053,0.9990,131,0.935318081,89,0.950975628,23,0,178,0.967680162,92,1.036078055
420054,0.9981,85,1.030965275,55,0.972016455,5,0,0,0,90,0.992900157
420055,0.9884,119,1.114395806,177,1.084961588,108,1.084989695,19,0,169,1.052483682
420056,1.0000,6,0,0,0,1,0,0,0,2,0
420057,1.0000,20,0,11,0,2,0,0,0,10,0
420062,0.9961,142,1.067355884,99,1.010251143,17,0,5,0,135,0.963650245
420064,1.0000,22,0,24,0,11,0,30,0.976965017,22,0
420065,0.9999,284,1.002468699,214,0.966551722,9,0,0,0,319,0.882464981
420066,0.9996,73,0.990631292,47,1.011221946,8,0,11,0,70,0.962419337
420067,0.9700,174,0.928622842,280,1.022449788,60,1.011328165,593,1.421732656,341,0.987361845
420068,0.9966,174,1.084479723,378,1.061613659,93,1.01010154,97,0.91331716,289,1.041268983
420069,0.9967,147,1.021175545,121,1.001124396,7,0,65,1.047723796,88,0.978970834
420070,0.9941,398,0.982198511,566,1.052738558,77,1.12096568,316,1.014367605,489,1.089944372
420071,0.9977,481,0.991193079,412,0.921049945,342,1.034401074,442,1.026849083,426,0.997597969
420072,0.9943,95,0.963923654,53,1.060243278,1,0,25,1.054881246,51,0.930531151
420073,0.9994,652,1.016692189,709,0.919852607,382,0.884550783,415,1.007931884,459,0.985021644
420078,1.0000,700,0.984315385,851,0.83119099,572,0.912122749,8,0,379,0.955528162
420079,0.9903,724,1.063218816,858,0.956051539,346,0.967953353,688,1.172926758,825,1.060367642
420080,0.9926,393,1.019739176,314,0.969143561,141,1.100797428,258,1.062389308,189,1.036477145
420082,0.9950,307,0.992690341,436,1.065267049,151,0.886200734,195,1.124643356,313,1.006667287
420083,0.9942,404,1.056977777,179,0.958527263,30,0.963758479,255,1.029373187,361,1.030494963
420085,0.9834,535,1.053343553,993,1.058592271,704,1.053028747,727,1.223832722,722,1.096346134
420086,0.9998,273,0.945862684,240,0.892099239,35,0.985127717,607,0.992377262,173,1.014936367
420087,1.0000,384,0.938828942,845,0.862470895,367,0.889069233,1445,0.887345398,373,0.951667061
420089,0.9941,167,1.042748869,97,0.906355072,7,0,225,1.098527413,83,1.003722977
420091,0.9901,496,1.123183899,690,1.07352915,260,1.113019579,254,1.054355373,471,1.070120204
420098,0.9879,426,0.888962153,334,0.994565473,79,1.077719224,666,1.11462685,455,0.99424515
420101,0.9940,152,1.035929315,142,1.029879035,9,0,6,0,106,1.096424069
420102,1.0000,0,0,0,0,0,0,641,0.762448604,1,0
420103,0.9999,101,1.002983061,77,0.981257907,4,0,112,0.843183671,83,0.932664838
420104,1.0000,70,0.981451811,75,0.97110413,3,0,1,0,52,0.915767628
420105,0.9931,149,0.937604936,216,1.034046098,61,0.986926281,173,1.115586445,179,0.930718803
420106,1.0000,2,0,2,0,0,0,3,0,5,0
430005,0.9998,233,0.888784829,161,0.871486814,76,1.007895965,269,0.783526426,131,0.973872557
430008,1.0000,153,0.992223653,71,0.972087216,29,0.978657392,44,0.909008875,61,0.967898064
430012,0.9943,314,0.896590829,145,0.985343588,37,0.974523127,223,1.075509401,149,0.980129577
430013,0.9931,321,0.790254247,146,0.924795397,28,0.998397277,174,1.081566854,37,0.969626071
430014,1.0000,314,0.867221026,278,0.891896855,134,0.886968959,221,0.892600634,206,0.926645262
430015,1.0000,115,0.932660467,47,0.969940265,17,0,131,0.90820833,77,0.945293955
430016,1.0000,438,0.86319162,438,0.8915492,85,1.007448902,817,0.844803792,370,0.911462489
430027,0.9999,481,0.917224091,621,0.901728601,490,0.814855666,937,0.779158693,405,1.007747262
430048,1.0000,114,0.903121277,56,0.95161684,6,0,273,0.909418805,49,0.931442222
430077,0.9976,498,0.884621436,591,0.775064661,439,0.924542529,122,1.251772769,420,0.974553324
430081,0.9987,30,0.964867438,6,0,0,0,0,0,28,1.017546792
430082,1.0000,0,0,0,0,0,0,0,0,0,0
430083,1.0000,9,0,0,0,0,0,0,0,2,0
430084,0.9942,52,1.042041378,15,0,0,0,0,0,15,0
430089,1.0000,0,0,0,0,0,0,677,0.803087343,0,0
430090,1.0000,0,0,0,0,0,0,918,0.723744828,0,0
430091,1.0000,0,0,0,0,0,0,794,0.791130248,0,0
430092,1.0000,0,0,0,0,0,0,337,0.881411591,0,0
430093,1.0000,0,0,0,0,0,0,0,0,0,0
430094,1.0000,0,0,0,0,0,0,35,1.000009972,0,0
430095,1.0000,18,0,267,0.732804657,598,0.800502211,0,0,18,0
430096,0.9700,3,0,1,0,0,0,127,1.094789664,0,0
430097,1.0000,91,0.957588959,59,0.943521306,24,0,40,0.925765138,48,0.959273626
440001,0.9911,119,1.077227421,44,1.026976371,0,0,62,0.948670401,112,1.047069261
440002,0.9995,773,0.994609687,1878,1.012180629,1474,0.992269709,792,0.866350844,1140,0.996032499
440003,0.9830,374,1.154743816,213,0.984901418,108,1.045553359,153,0.889429151,382,1.219113092
440006,0.9974,353,1.10363167,273,1.006287054,80,1.014843242,173,0.968084065,384,0.996347505
440007,0.9987,198,0.857841631,59,0.897455187,14,0,2,0,52,1.034992993
440008,0.9954,94,1.024958306,74,1.01066457,5,0,0,0,108,1.026787254
440009,1.0000,266,0.9752828,426,0.973634492,72,0.895712176,218,0.908768251,378,0.980356434
440010,1.0000,120,0.998802737,78,0.924836173,0,0,0,0,95,0.995588288
440011,0.9937,740,1.072553777,420,1.021684258,159,1.017938863,277,1.011999335,429,1.019418128
440012,0.9918,803,1.118768467,616,1.054476867,423,0.975439505,377,0.774042136,560,1.097902961
440015,0.9996,414,0.938345318,515,0.968402616,362,1.010157608,572,0.836245004,361,1.019472662
440016,1.0000,91,0.996601758,64,0.9714504,11,0,2,0,54,0.955971403
440017,0.9848,468,0.987802001,602,1.174991917,586,1.064316713,411,1.172221972,530,1.157874069
440018,0.9988,234,1.008817867,124,0.941830719,27,0.965144971,28,1.030102122,192,1.002491931
440020,0.9972,85,1.01327613,62,1.080378525,16,0,6,0,115,0.950206505
440025,0.9892,437,0.942230647,242,1.114463809,57,1.018115748,137,0.797210454,240,1.116012603
440029,0.9977,363,0.904699125,275,0.980860781,110,1.038246273,796,0.732192543,228,1.104191571
440030,0.9832,402,1.110483698,184,1.064169223,139,0.907978075,182,1.247012522,460,0.988709372
440031,0.9982,178,0.999064139,95,1.058671372,6,0,0,0,153,0.972553304
440032,0.9997,88,0.991683094,50,0.983908449,15,0,5,0,61,1.005913396
440033,0.9912,256,1.029892071,166,1.088546652,12,0,0,0,193,0.947086178
440034,0.9952,333,1.128124515,524,1.011910187,247,0.971523004,550,0.989520701,404,1.085007607
440035,0.9904,555,1.014801059,356,1.083666913,178,1.098804483,271,0.871181669,577,1.089940525
440039,0.9994,444,1.088343365,909,0.971895809,579,0.966909769,371,0.810806418,227,0.978789843
440040,0.9815,144,1.123044847,125,1.000208928,3,0,0,0,41,1.035887956
440046,0.9884,194,0.948035667,317,1.145432618,48,1.012800558,71,1.069799206,301,1.077294062
440047,1.0000,34,0.981208645,22,0,5,0,0,0,29,0.989699369
440048,1.0000,1078,0.945216784,1711,0.959504685,844,0.953086185,690,0.911103332,781,0.972598227
440049,0.9978,1110,1.038680028,2277,0.986566685,1132,1.050945124,1371,1.009556457,1187,0.982839502
440050,0.9974,108,1.052514556,63,0.971770702,8,0,15,0,102,0.883846269
440051,0.9981,108,0.990694024,43,1.004689946,9,0,0,0,113,1.030149209
440053,0.9886,659,1.005337486,583,1.124636802,222,1.093246999,550,1.073639707,544,1.055003158
440054,0.9987,141,0.975251975,74,1.030024855,6,0,20,0,104,0.959141418
440056,0.9968,200,0.961576539,156,0.969140315,18,0,15,0,155,1.075660087
440057,1.0000,153,0.954143709,97,0.964322504,13,0,0,0,99,0.927086678
440058,0.9832,394,1.053423036,302,1.164492704,45,1.052942987,111,1.083021054,397,1.090363713
440059,0.9931,759,0.992461865,669,0.921404518,659,1.09469765,635,1.031197916,828,1.038579804
440060,1.0000,50,0.973269877,35,0.930908413,8,0,0,0,24,0
440061,0.9912,215,1.110640051,156,0.932685872,29,1.029753634,14,0,201,0.954419563
440063,0.9874,765,1.121003082,743,0.997635264,743,1.185539788,479,1.066773455,563,1.048626727
440064,0.9969,143,1.01564944,80,1.017494557,30,1.040784552,0,0,100,0.916798381
440065,0.9908,348,1.065216781,103,0.917917505,32,0.989585065,64,1.134736622,246,0.978086597
440067,0.9846,162,0.975365151,79,1.117910242,28,1.018166799,54,1.068891498,181,1.212861593
440068,0.9960,240,0.963468523,123,1.071480603,19,0,41,0.958708765,130,1.034335431
440070,0.9943,189,1.031722448,59,0.968534607,12,0,0,0,70,1.018844831
440072,0.9909,191,1.020397002,310,1.135530166,102,1.02247282,3,0,345,1.057196007
440073,0.9933,834,1.064654992,536,0.988607763,295,1.108505718,644,0.833279621,414,1.064597304
440081,0.9991,161,0.957277407,130,1.031364361,44,0.94012834,69,0.891483182,138,0.904831944
440082,0.9997,614,1.025554083,1336,0.981742569,1420,0.952676923,1892,0.776396712,580,0.923165206
440083,1.0000,189,0.989186131,215,0.968062557,20,0,0,0,468,0.998733796
440084,0.9973,279,0.995282229,111,1.081115312,21,0,0,0,133,0.936470876
440091,1.0000,1139,0.937798903,1460,0.787603518,926,0.97378819,1615,0.728518462,1058,0.927211125
440102,0.9915,208,1.045227807,104,1.092197393,8,0,52,0.952783654,128,0.965536804
440104,1.0000,369,0.917796032,318,0.915292796,271,0.872856569,239,0.979282826,331,0.949839005
440109,1.0000,259,0.90926696,54,0.996917024,22,0,9,0,50,0.961787374
440110,0.9978,61,1.082614191,117,0.905473907,18,0,6,0,85,0.972211214
440111,1.0000,7,0,23,0,6,0,5,0,20,0
440115,0.9975,41,1.023880737,44,1.007558966,1,0,0,0,44,0.968968873
440120,0.9999,649,0.959382901,750,1.001874994,457,0.973785585,1064,0.809520494,577,0.998045921
440125,0.9974,376,1.007848125,278,0.982461481,193,1.01620446,275,1.020522545,378,1.080120094
440130,0.9971,143,0.927381773,187,0.916479047,17,0,71,1.075272242,136,0.989513271
440131,0.9959,72,0.96891651,49,0.95988749,3,0,2,0,72,1.072537852
440132,0.9727,150,1.022891363,147,0.980769988,52,1.004535656,312,1.29715072,179,0.993792891
440133,0.9978,429,1.139715112,608,0.911550038,194,0.97396581,796,0.87417372,367,0.954792802
440137,0.9986,185,0.969027816,111,1.039952357,8,0,0,0,198,0.991043923
440141,0.9952,91,1.008357487,51,1.031416928,9,0,0,0,69,1.03178849
440144,0.9950,292,1.026828529,222,0.988598086,78,0.986540294,95,1.160626735,358,1.023330506
440148,0.9986,132,0.999034948,89,0.928008968,9,0,32,1.033849234,112,0.926587293
440150,0.9930,413,0.976321137,333,0.988961276,112,0.945401721,192,1.220742141,417,1.044138213
440151,0.9990,339,0.986368839,299,1.003749961,17,0,48,0.994743263,169,1.01919028
440152,1.0000,8,0,26,0.962282897,3,0,40,0.960399497,20,0
440153,0.9866,188,1.08487236,126,1.113505473,9,0,0,0,188,1.011662946
440156,0.9995,413,0.995502349,404,0.901088059,272,1.015400372,546,0.760250881,460,0.828050312
440159,0.9953,27,1.013847934,61,1.125365432,1,0,56,0.980198253,42,1.004654277
440161,0.9976,456,1.099984435,714,0.97870383,426,0.987123452,633,0.949889432,339,1.111947007
440168,1.0000,30,0.977914823,21,0,1,0,0,0,22,0
440173,0.9917,499,1.020301429,651,1.064870875,422,0.885589446,1442,1.073723997,405,0.976081937
440174,0.9935,50,1.042342179,40,1.037719031,9,0,0,0,46,1.010997718
440175,0.9982,333,1.017065194,134,0.882895362,11,0,13,0,241,0.95848125
440176,0.9945,261,1.015605948,134,1.093615033,104,0.998887687,177,0.90687409,186,1.108835839
440180,0.9962,169,1.016886998,94,1.052519276,16,0,0,0,172,0.92757189
440181,0.9964,54,0.990116363,29,1.059656329,2,0,0,0,21,0
440182,0.9952,110,1.042707229,58,1.02640338,10,0,0,0,80,1.013882884
440183,0.9957,336,1.041957224,565,1.092903999,258,0.969229862,753,0.988448189,223,1.059937889
440184,0.9993,265,0.855317971,87,0.960535427,13,0,0,0,167,1.014361595
440185,0.9935,448,1.033346569,357,1.048611387,82,0.958566592,126,0.951582504,544,1.083455033
440186,0.9990,35,0.972381175,19,0,1,0,5,0,41,1.015884108
440187,0.9700,431,1.174905691,133,1.117583824,12,0,14,0,288,1.157944794
440189,0.9725,228,1.11321007,394,1.06561083,452,1.108389897,326,1.236324423,698,1.110066029
440192,0.9848,158,1.089869498,80,1.030812698,29,1.038913854,12,0,103,1.118931717
440193,0.9984,304,1.003349806,171,1.046493689,53,1.035807736,138,0.995966335,249,0.949663261
440194,0.9955,213,1.12524844,201,0.91158898,58,0.978356842,98,0.964392947,224,0.997316692
440197,0.9940,145,1.084781198,143,0.948069934,68,0.968803442,67,1.207128664,149,0.948231703
440200,1.0000,84,0.973059042,55,0.987801706,4,0,2,0,44,0.989379899
440218,1.0000,0,0,0,0,0,0,0,0,0,0
440227,0.9971,201,0.98034178,121,1.050683868,51,0.940254762,60,1.03653496,180,1.027825796
440228,0.9992,326,0.883887118,222,1.029435913,41,0.971474748,200,0.932574326,238,0.937063634
440231,1.0000,0,0,0,0,0,0,0,0,0,0
440232,0.9982,12,0,30,0.957903231,0,0,0,0,25,1.023415179
440233,1.0000,8,0,9,0,0,0,0,0,11,0
440234,1.0000,0,0,0,0,0,0,0,0,1,0
450002,0.9986,328,0.928439282,324,0.978953242,120,0.97097064,95,1.11559314,254,0.949499101
450005,1.0000,97,0.945937171,82,0.946253581,22,0,0,0,103,0.9261406
450007,0.9996,436,1.007489443,287,0.941127451,25,0.981176429,451,0.868615556,221,0.930706147
450010,1.0000,737,0.998075426,745,0.968207762,408,0.951178856,325,0.987534398,640,0.972676745
450011,0.9890,487,0.910143977,868,0.904852443,291,1.013942206,564,1.258350432,611,1.030957899
450015,0.9987,122,1.011078191,312,0.953224197,77,1.048496598,53,1.139263354,122,0.995640904
450018,0.9872,198,1.113158555,393,1.043260885,247,1.039116398,151,1.617918227,300,0.958331347
450021,1.0000,793,0.902437201,1001,0.836897638,151,0.947447187,1244,0.852103278,614,0.971689352
450023,1.0000,409,0.948594589,477,0.905461933,268,0.898622107,377,0.887433768,353,0.985461247
450024,0.9980,108,1.028994697,106,1.062223223,49,1.043517083,8,0,61,0.988244267
450028,0.9991,246,0.899234926,321,0.929621158,215,1.023652371,23,0,186,0.972828491
450029,0.9959,599,0.974569701,524,1.094574745,185,1.094426229,344,0.899637232,435,0.938481979
450032,0.9958,219,1.02405183,197,1.060748805,16,0,102,0.997992292,218,1.02732448
450033,0.9999,620,0.929427033,543,0.928400486,200,1.004376067,757,0.70588788,464,0.992963518
450034,0.9981,517,0.94676627,802,1.0622105,315,0.987217179,564,0.945400133,616,0.917734652
450035,0.9990,98,1.050049982,239,0.983272565,54,0.959922578,48,0.969879607,103,1.019796899
450037,0.9928,718,1.042757248,859,1.066254219,495,0.967122411,470,1.053980124,775,1.090082867
450039,0.9992,111,0.939913562,133,0.931647667,57,0.959396799,44,0.989236948,143,1.052322134
450040,1.0000,841,0.955154687,852,0.955920913,755,0.978714744,1105,0.969932074,537,0.834075728
450042,0.9977,447,1.108721298,568,0.983371314,323,0.980669137,390,1.013668245,537,0.985756519
450044,0.9972,271,0.975113527,557,1.034386434,103,0.974887753,274,1.070190858,224,1.033679966
450046,0.9972,723,1.080816375,830,1.03232277,418,1.024628485,263,0.96189993,621,0.907001073
450051,0.9969,273,1.089114137,384,0.986744727,186,1.090278193,218,0.748063913,254,1.037721008
450052,0.9997,99,0.968636055,26,1.009963342,8,0,0,0,36,0.958300141
450054,0.9958,615,1.047282709,750,1.132356873,452,1.036448619,756,1.02578608,490,0.97133258
450055,0.9973,146,0.943140857,107,1.000652366,9,0,0,0,116,1.03567436
450056,0.9902,465,0.888590595,728,0.932312934,208,0.963786936,1163,1.163342223,359,0.975796444
450058,0.9939,1105,0.927617334,1326,0.914385816,821,0.950454839,1826,1.113426608,981,0.839060765
450064,0.9974,427,1.032478293,358,1.002863423,48,1.00337591,76,1.097375732,366,1.036875847
450068,0.9996,179,1.070727932,354,0.992143886,269,0.986593687,85,0.873556326,125,1.017659117
450072,0.9854,339,0.913150101,264,1.077902058,59,0.927338164,117,1.335982902,295,0.922526342
450073,0.9973,57,1.030114991,44,1.005670995,9,0,0,0,47,0.97459794
450078,0.9968,25,1.042831897,14,0,1,0,0,0,61,1.012494363
450079,1.0000,381,0.972403485,337,0.991587848,185,0.979577204,198,0.97914231,402,0.983151134
450080,1.0000,209,0.974406272,154,0.96636169,14,0,91,0.921404133,137,0.920634312
450082,0.9967,121,0.990699786,125,1.052938015,8,0,0,0,157,0.964522853
450083,0.9971,788,1.019242532,671,0.993117799,692,1.034692394,209,1.142470183,476,0.993012815
450085,1.0000,142,1.000348279,110,0.932935311,6,0,68,0.937952136,87,0.968919604
450087,0.9981,234,0.928804034,324,0.916941852,137,1.007986614,68,0.973399862,217,1.079552295
450090,0.9988,93,0.92283166,77,0.952491155,10,0,20,0,68,1.033103487
450092,0.9968,210,1.056645989,224,1.001768062,23,0,32,1.090960959,251,0.876357875
450097,0.9977,308,0.967904502,396,0.95217994,180,1.109067823,27,1.07525966,386,0.910395392
450099,0.9954,98,0.938226767,130,0.922858583,20,0,119,1.050391636,86,1.004154658
450101,0.9959,291,0.965459503,266,0.841220241,196,1.018894811,209,1.142445514,194,0.847053112
450102,1.0000,1080,0.99524753,1277,0.930302255,863,0.881201057,1112,0.966739146,655,0.843912726
450104,0.9872,229,0.938790028,227,0.907557296,49,1.062044921,261,1.168159235,164,0.989555506
450107,0.9983,562,1.032370529,681,0.979485805,247,1.063753336,291,0.858523193,486,0.960964411
450108,0.9995,112,1.006829718,83,0.936002808,22,0,30,0.973405233,43,0.992849306
450119,0.9999,409,0.959288559,853,0.97817675,434,0.961612106,45,1.031903439,382,0.934506114
450123,1.0000,8,0,14,0,1,0,0,0,6,0
450124,0.9998,61,1.033437404,93,0.993126763,22,0,30,0.980737178,63,0.962114611
450128,0.9972,217,0.960724635,376,1.072812378,54,0.940596777,217,0.94566284,261,0.904068966
450130,1.0000,112,0.917727822,185,0.984107196,48,0.938298892,282,0.876064688,62,0.93099496
450132,0.9875,404,1.001989117,496,1.109558933,400,1.117302759,198,1.254668089,485,1.004159158
450133,1.0000,359,0.940363264,431,0.869855482,225,0.944100645,417,0.904691676,377,0.885705473
450135,0.9989,634,0.926311251,883,0.969441711,748,0.918900943,290,1.096434199,640,0.940283887
450137,1.0000,399,0.829957507,341,0.932605511,212,0.916846985,110,0.979862406,380,0.924275773
450143,1.0000,89,0.925466485,47,0.944110076,2,0,0,0,60,0.985393891
450144,0.9988,50,1.009728425,13,0,3,0,0,0,39,0.949446867
450147,0.9987,298,0.916606952,435,0.925193891,241,0.897004918,240,0.773049821,179,1.08415376
450148,0.9965,173,1.012366822,162,1.048177375,18,0,179,1.014637311,191,0.964572917
450152,0.9904,157,1.049767314,327,1.033711069,90,0.981293817,77,1.317891825,307,1.012873883
450154,0.9961,101,0.943101944,187,1.041588021,34,0.97119818,39,1.012115231,92,1.063284274
450155,1.0000,66,0.903460377,31,0.936870866,0,0,7,0,13,0
450162,1.0000,32,0.996335284,10,0,0,0,363,0.691035608,9,0
450163,0.9977,219,1.04392365,217,0.99213412,19,0,15,0,101,0.964942425
450165,1.0000,162,0.988080094,74,0.974115694,15,0,11,0,88,0.969155084
450176,0.9983,429,1.041220593,382,0.994965789,137,1.005971355,245,0.928766846,503,0.984280959
450177,1.0000,164,0.957901455,106,0.909550978,20,0,21,0,89,0.992442173
450178,0.9901,89,0.941692549,93,1.084433644,5,0,0,0,84,1.054054433
450184,0.9965,1432,0.832481356,1704,0.903876473,867,0.873352872,1188,1.112399077,1384,0.888516294
450187,0.9989,158,1.017178703,141,0.931794577,45,0.942063941,104,0.924379651,41,0.993819297
450188,1.0000,258,0.96241253,106,0.982322869,11,0,0,0,55,0.996913911
450192,0.9915,136,1.024556076,111,1.005179599,11,0,27,1.250898159,134,0.990853962
450193,0.9992,435,1.000982245,1225,1.013555307,342,0.965657723,284,0.995742533,480,1.031616957
450194,0.9958,96,0.951968805,95,1.058245386,13,0,72,1.025946786,110,0.949006005
450196,0.9963,467,1.060978838,504,0.962449713,210,0.949168288,387,0.90286006,442,1.063880744
450200,0.9906,276,1.106880729,322,1.060431554,155,1.01838653,217,1.119042078,216,1.028808367
450203,0.9995,364,0.991232092,165,1.019463102,62,0.943255265,292,0.987300183,334,0.863210969
450209,0.9983,239,0.89756244,375,0.826943405,304,0.878919541,92,1.173149689,252,0.938298994
450210,0.9952,114,1.032731401,72,1.023759896,8,0,0,0,57,0.989974253
450211,0.9989,502,0.93602083,316,0.91690664,244,1.020865641,132,1.016126016,369,0.921129849
450213,0.9999,67,1.012279583,99,0.896548732,47,0.938045072,19,0,39,0.993446673
450214,0.9997,52,0.939949733,78,1.005482349,2,0,0,0,28,1.003826644
450219,0.9996,153,0.939480122,59,0.909942655,0,0,0,0,46,1.009532956
450221,0.9993,63,0.982964898,51,0.971437084,7,0,0,0,55,1.010525616
450222,0.9924,400,1.015529294,635,1.050995243,296,1.092752766,54,1.090992255,640,1.062404814
450229,0.9909,437,0.903488032,508,0.937589895,444,0.88864014,487,1.273438505,422,0.994760614
450231,0.9988,800,0.817810497,875,0.882735747,573,0.999647436,706,1.031866496,672,0.948598658
450234,1.0000,0,0,0,0,0,0,0,0,0,0
450235,0.9997,85,0.97245203,52,1.006377914,4,0,0,0,43,0.959574176
450236,0.9999,244,0.939475557,171,0.863744701,77,0.986745752,19,0,157,1.003581295
450237,1.0000,880,0.938654942,847,0.951614198,512,0.925053292,417,0.927231419,691,0.967917098
450241,0.9961,36,1.029002922,26,1.016059979,15,0,0,0,28,0.973658381
450243,1.0000,21,0,25,0.950996679,0,0,0,0,21,0
450253,0.9969,53,1.011001426,25,1.046181277,2,0,0,0,50,0.962278514
450270,0.9953,56,1.089379103,26,1.007182776,6,0,0,0,68,0.991936063
450271,0.9949,237,0.941958798,185,1.139814632,164,1.022380443,123,0.986958154,205,0.978712596
450272,0.9986,157,0.990186726,214,1.00549857,27,0.980682806,52,1.06091308,118,0.993568628
450280,0.9974,452,1.047051445,536,0.863285344,235,1.041773121,81,0.881856787,513,0.962153344
450283,0.9960,34,0.974457665,18,0,5,0,0,0,58,1.033494107
450289,0.9974,53,0.978920017,110,1.045322666,60,1.120031612,7,0,107,0.941906103
450292,0.9993,182,0.948831331,153,0.981875429,12,0,53,1.012047328,160,1.000899016
450293,1.0000,51,0.960206922,27,0.974098013,1,0,0,0,11,0
450296,0.9874,93,1.075256441,75,1.099522671,5,0,0,0,122,1.007948417
450299,0.9958,121,0.925224569,215,0.924534622,80,1.002073258,164,1.121280665,156,0.918554715
450306,1.0000,38,0.973079588,22,0,0,0,0,0,63,0.999867437
450324,0.9928,462,1.099280578,484,1.058526035,355,0.988171729,332,0.997856441,601,1.089984105
450330,0.9952,233,1.008592801,188,1.069770164,65,1.005038986,5,0,114,1.070080798
450340,0.9983,229,0.91822757,247,0.937194563,99,0.958751546,258,0.842219596,202,1.069409423
450346,0.9909,505,1.067370225,476,1.010557398,258,1.119697545,246,1.164154965,555,0.959675932
450347,0.9974,222,1.005604949,167,1.033012249,13,0,168,0.872720876,217,1.031718856
450348,0.9847,159,1.03678422,54,1.113807782,6,0,0,0,14,0
450351,0.9979,159,1.039647661,134,1.00135971,19,0,153,0.843242754,107,0.966326051
450352,0.9999,356,0.969590912,275,0.933491289,26,1.032684643,174,0.97758974,355,0.987691659
450358,0.9951,942,0.972483439,1385,0.980872586,613,1.046570631,1545,1.119142439,478,0.994339637
450369,1.0000,84,0.893330926,36,0.956973954,3,0,7,0,42,0.970149076
450370,1.0000,118,0.984472749,109,0.951141927,12,0,16,0,61,0.999962512
450372,0.9934,268,0.984317064,256,0.918010536,20,0,245,1.075781691,215,0.897996067
450373,0.9928,91,0.952606831,77,1.069512511,3,0,0,0,79,0.944273916
450379,0.9954,91,1.031119397,86,1.055001323,23,0,47,1.105383973,54,0.994894839
450388,0.9986,1509,0.939019629,2320,0.986131561,1251,1.055084303,681,0.860649659,1290,0.95799312
450389,0.9791,527,1.121435696,325,1.172384739,56,1.000916728,74,0.93199359,464,1.089053281
450395,0.9891,200,1.069302024,122,1.096734342,15,0,90,1.065996468,261,0.930260255
450399,0.9964,75,1.037272165,40,0.983671339,3,0,0,0,65,0.995612121
450400,0.9993,111,0.998741535,84,1.011298645,6,0,0,0,63,0.978164235
450403,0.9879,342,1.034230289,355,0.974793266,146,1.002921653,222,1.204641617,382,1.145380248
450411,1.0000,91,0.935109765,87,0.981958375,6,0,0,0,138,0.895013257
450419,1.0000,122,0.97494168,116,0.939843963,19,0,13,0,127,0.928771996
450422,1.0000,0,0,0,0,0,0,441,0.915310238,0,0
450424,1.0000,387,0.983009974,432,0.936997436,207,0.896807427,218,0.95786318,477,0.869975072
450431,1.0000,497,0.913497915,1071,0.972631567,488,0.916859887,921,0.949846986,469,1.00390983
450438,0.9978,28,1.041245134,37,0.959249593,3,0,1,0,34,1.004079478
450446,1.0000,0,0,0,0,0,0,0,0,0,0
450447,0.9945,154,0.974667179,230,1.09358413,30,1.067436731,63,1.014751666,187,1.026062328
450451,1.0000,108,0.987285524,59,0.998956558,5,0,8,0,119,0.939063593
450460,0.9969,81,0.958621464,70,1.046766498,6,0,0,0,75,0.972396662
450462,0.9953,743,0.955300124,871,0.977544441,431,1.004584115,930,1.094280163,364,0.850729829
450465,1.0000,119,0.983368075,171,0.945659306,48,0.932241836,3,0,119,0.994153965
450469,0.9995,463,0.916955196,435,0.921706835,158,1.00725619,80,1.029847595,335,0.9830643
450475,0.9922,136,1.01158004,102,1.071537853,15,0,28,1.135445426,115,0.958131689
450484,0.9901,221,1.00771124,249,0.955888542,129,0.9226785,299,1.148084263,245,0.885005273
450488,1.0000,7,0,0,0,1,0,0,0,2,0
450489,1.0000,39,0.972754597,24,0,2,0,0,0,12,0
450497,0.9924,148,1.053659854,75,1.001180278,6,0,0,0,68,0.939749864
450498,1.0000,65,0.981443908,41,0.992124841,4,0,0,0,90,0.950845659
450508,0.9974,315,0.979051283,242,0.915706719,64,1.05266074,111,0.977982897,262,1.044274671
450518,0.9996,242,0.997712127,339,1.010038143,82,0.999868987,94,1.001611801,293,0.91701918
450537,0.9975,218,0.965986452,196,0.935008336,147,0.894331506,85,1.123857904,209,0.967814585
450539,0.9937,123,1.137791471,51,0.975271177,5,0,58,0.999752541,118,0.928096652
